#Test started at 2025-04-16 01:20:44
timestamp,ActuatorBoard_solenoids_Fuel_armed,ActuatorBoard_solenoids_Fuel_powered,ActuatorBoard_solenoids_Ox_armed,ActuatorBoard_solenoids_Ox_powered,ActuatorBoard_pyros_Igniter_armed,ActuatorBoard_pyros_Igniter_powered,ActuatorBoard_solenoids_Fuel_armed_desiredstate,ActuatorBoard_solenoids_Fuel_powered_desiredstate,ActuatorBoard_solenoids_Ox_armed_desiredstate,ActuatorBoard_solenoids_Ox_powered_desiredstate,ActuatorBoard_pyros_Igniter_armed_desiredstate,ActuatorBoard_pyros_Igniter_powered_desiredstate,Sensorboard0_pts_Chamber_mv,Sensorboard0_pts_FuelCALIBRATED_mv,Sensorboard0_pts_OxCALIBRATED_mv
0.00026371799685875885,False,False,False,False,False,False,False,False,False,False,False,False,888.1875,1441.5,1162.5
0.020034909997775685,False,False,False,False,False,False,False,False,False,False,False,False,887.0625,1443.375,1161.563
0.029640296997968107,False,False,False,False,False,False,False,False,False,False,False,False,888.9376,1441.313,1161.563
0.03821014199638739,False,False,False,False,False,False,False,False,False,False,False,False,888.9376,1441.313,1161.563
0.04956167199998163,False,False,False,False,False,False,False,False,False,False,False,False,888.375,1443.75,1159.125
0.05966299599822378,False,False,False,False,False,False,False,False,False,False,False,False,887.8125,1440.563,1165.313
0.06876150099924416,False,False,False,False,False,False,False,False,False,False,False,False,887.8125,1440.563,1165.313
0.07878658499976154,False,False,False,False,False,False,False,False,False,False,False,False,888.1875,1440.938,1160.813
0.08863941299932776,False,False,False,False,False,False,False,False,False,False,False,False,887.8125,1442.063,1161
0.09914400999696227,False,False,False,False,False,False,False,False,False,False,False,False,885,1442.438,1160.625
0.10926722299700486,False,False,False,False,False,False,False,False,False,False,False,False,885,1442.438,1160.625
0.11988702199960244,False,False,False,False,False,False,False,False,False,False,False,False,886.8751,1442.25,1161.375
0.1297197749991028,False,False,False,False,False,False,False,False,False,False,False,False,886.8751,1442.25,1161.375
0.13845861899972078,False,False,False,False,False,False,False,False,False,False,False,False,886.3125,1440.563,1164
0.14937548699890613,False,False,False,False,False,False,False,False,False,False,False,False,888,1444.313,1160.438
0.1594109239995305,False,False,False,False,False,False,False,False,False,False,False,False,888,1444.313,1160.438
0.16927839899653918,False,False,False,False,False,False,False,False,False,False,False,False,886.6875,1442.813,1160.438
0.1800228439969942,False,False,False,False,False,False,False,False,False,False,False,False,888.5625,1443,1161.188
0.18953573199905804,False,False,False,False,False,False,False,False,False,False,False,False,888.5625,1443,1161.188
0.19985525799711468,False,False,False,False,False,False,False,False,False,False,False,False,887.25,1441.125,1164
0.20828162299949327,False,False,False,False,False,False,False,False,False,False,False,False,886.3125,1443.375,1163.813
0.21985246499752975,False,False,False,False,False,False,False,False,False,False,False,False,887.625,1441.125,1160.25
0.22877615699690068,False,False,False,False,False,False,False,False,False,False,False,False,887.625,1441.125,1160.25
0.23916014399947016,False,False,False,False,False,False,False,False,False,False,False,False,887.25,1442.438,1161.375
0.24939004099724116,False,False,False,False,False,False,False,False,False,False,False,False,887.4375,1441.125,1161.188
0.2601910039993527,False,False,False,False,False,False,False,False,False,False,False,False,887.4375,1441.125,1161.188
0.2699038519967871,False,False,False,False,False,False,False,False,False,False,False,False,887.8125,1445.625,1162.313
0.27977038299650303,False,False,False,False,False,False,False,False,False,False,False,False,887.8125,1445.625,1162.313
0.28901044199665193,False,False,False,False,False,False,False,False,False,False,False,False,887.25,1442.625,1160.625
0.29961466699751327,False,False,False,False,False,False,False,False,False,False,False,False,885.75,1443.75,1160.625
0.3085803769972699,False,False,False,False,False,False,False,False,False,False,False,False,885.75,1443.75,1160.625
0.3186884229980933,False,False,False,False,False,False,False,False,False,False,False,False,888.1875,1440.938,1162.313
0.3287981369976478,False,False,False,False,False,False,False,False,False,False,False,False,887.0625,1443,1160.813
0.33817078599895467,False,False,False,False,False,False,False,False,False,False,False,False,887.0625,1443,1160.813
0.3493771689973073,False,False,False,False,False,False,False,False,False,False,False,False,890.625,1442.063,1161.375
0.3596181399989291,False,False,False,False,False,False,False,False,False,False,False,False,886.3125,1442.25,1160.438
0.36861199799750466,False,False,False,False,False,False,False,False,False,False,False,False,889.5,1441.125,1161
0.3787635439985024,False,False,False,False,False,False,False,False,False,False,False,False,889.5,1441.125,1161
0.38924595499702264,False,False,False,False,False,False,False,False,False,False,False,False,887.4375,1440.563,1161.75
0.3993324839975685,False,False,False,False,False,False,False,False,False,False,False,False,888.375,1442.625,1161
0.409254272999533,False,False,False,False,False,False,False,False,False,False,False,False,888.375,1442.625,1161
0.42023619699830306,False,False,False,False,False,False,False,False,False,False,False,False,885.9375,1443.375,1162.125
0.4296052719982981,False,False,False,False,False,False,False,False,False,False,False,False,890.0625,1443.375,1161.75
0.4397418549997383,False,False,False,False,False,False,False,False,False,False,False,False,890.0625,1443.375,1161.75
0.4490620599972317,False,False,False,False,False,False,False,False,False,False,False,False,886.125,1440,1160.813
0.4594924909979454,False,False,False,False,False,False,False,False,False,False,False,False,891.1875,1443,1161.563
0.46919785799764213,False,False,False,False,False,False,False,False,False,False,False,False,891.1875,1443,1161.563
0.4803272429999197,False,False,False,False,False,False,False,False,False,False,False,False,887.25,1442.438,1161.563
0.4899020559969358,False,False,False,False,False,False,False,False,False,False,False,False,889.125,1443.188,1161.938
0.49857810299727134,False,False,False,False,False,False,False,False,False,False,False,False,889.125,1443.188,1161.938
0.5092524569990928,False,False,False,False,False,False,False,False,False,False,False,False,887.0625,1442.625,1161.188
0.5191077659983421,False,False,False,False,False,False,False,False,False,False,False,False,887.0625,1443.188,1161.938
0.529210497999884,False,False,False,False,False,False,False,False,False,False,False,False,887.0625,1443.188,1161.938
0.539668964996963,False,False,False,False,False,False,False,False,False,False,False,False,888,1444.688,1162.313
0.5481448119971901,False,False,False,False,False,False,False,False,False,False,False,False,886.8751,1443.188,1161.75
0.5593574169979547,False,False,False,False,False,False,False,False,False,False,False,False,886.8751,1443.188,1161.75
0.5696725909983797,False,False,False,False,False,False,False,False,False,False,False,False,889.125,1443,1161.938
0.5790547399992647,False,False,False,False,False,False,False,False,False,False,False,False,888.75,1441.875,1161.563
0.5892485629992734,False,False,False,False,False,False,False,False,False,False,False,False,888.75,1441.875,1161.563
0.5997131969998009,False,False,False,False,False,False,False,False,False,False,False,False,890.25,1444.125,1161.375
0.609085142998083,False,False,False,False,False,False,False,False,False,False,False,False,887.25,1441.125,1161.563
0.6200524549967668,False,False,False,False,False,False,False,False,False,False,False,False,887.25,1441.125,1161.563
0.629597601997375,False,False,False,False,False,False,False,False,False,False,False,False,886.5,1442.25,1161.188
0.6391797849973955,False,False,False,False,False,False,False,False,False,False,False,False,888.5625,1443.375,1161.375
0.6491337229999772,False,False,False,False,False,False,False,False,False,False,False,False,888.5625,1443.375,1161.375
0.6597502989970963,False,False,False,False,False,False,False,False,False,False,False,False,890.4375,1443.188,1161.375
0.6681712759964284,False,False,False,False,False,False,False,False,False,False,False,False,888.1875,1441.688,1161
0.6801521859997592,False,False,False,False,False,False,False,False,False,False,False,False,888.1875,1441.688,1161
0.6898754409994581,False,False,False,False,False,False,False,False,False,False,False,False,889.6875,1442.625,1161.375
0.6982295119996706,False,False,False,False,False,False,False,False,False,False,False,False,887.8125,1444.5,1162.125
0.7092179719984415,False,False,False,False,False,False,False,False,False,False,False,False,887.8125,1444.5,1162.125
0.7199215479995473,False,False,False,False,False,False,False,False,False,False,False,False,887.0625,1442.813,1164.375
0.7290129039975,False,False,False,False,False,False,False,False,False,False,False,False,887.25,1443.375,1161.563
0.7395923519979988,False,False,False,False,False,False,False,False,False,False,False,False,887.25,1443.375,1161.563
0.7492613489994255,False,False,False,False,False,False,False,False,False,False,False,False,888,1440.563,1161.375
0.7594999119974091,False,False,False,False,False,False,False,False,False,False,False,False,888.1875,1443.938,1160.625
0.7691729649995978,False,False,False,False,False,False,False,False,False,False,False,False,888.1875,1443.938,1160.625
0.780079444997682,False,False,False,False,False,False,False,False,False,False,False,False,886.6875,1442.813,1160.813
0.789726052997139,False,False,False,False,False,False,False,False,False,False,False,False,886.5,1444.313,1160.438
0.799168904999533,False,False,False,False,False,False,False,False,False,False,False,False,886.5,1444.313,1160.438
0.8093351169991365,False,False,False,False,False,False,False,False,False,False,False,False,889.5,1443.563,1160.438
0.8197581589993206,False,False,False,False,False,False,False,False,False,False,False,False,888.75,1444.5,1162.125
0.8283068749988161,False,False,False,False,False,False,False,False,False,False,False,False,888.75,1444.5,1162.125
0.8401678609989176,False,False,False,False,False,False,False,False,False,False,False,False,888.5625,1443.938,1160.438
0.8494427339974209,False,False,False,False,False,False,False,False,False,False,False,False,888.375,1441.875,1160.813
0.8595543169976736,False,False,False,False,False,False,False,False,False,False,False,False,888.375,1441.875,1160.813
0.8692250549975142,False,False,False,False,False,False,False,False,False,False,False,False,889.6875,1441.875,1161.188
0.8799992589993053,False,False,False,False,False,False,False,False,False,False,False,False,885.9375,1440.938,1162.688
0.8893383159993391,False,False,False,False,False,False,False,False,False,False,False,False,885.9375,1440.938,1162.688
0.8997751169990806,False,False,False,False,False,False,False,False,False,False,False,False,891.1875,1443.563,1161.188
0.9081776499988337,False,False,False,False,False,False,False,False,False,False,False,False,891.1875,1443.563,1161.188
0.9191930169981788,False,False,False,False,False,False,False,False,False,False,False,False,886.5,1441.5,1162.125
0.9291761579988815,False,False,False,False,False,False,False,False,False,False,False,False,887.0625,1443.563,1161.563
