838.983786 ,-374.231204 ,438.755633
766.449611 ,-421.966866 ,421.400529
770.186352 ,-393.966435 ,346.342597
847.881029 ,-350.296730 ,359.946364
782.942183 ,-230.206714 ,222.369585
744.195084 ,-219.772011 ,285.178477
847.987108 ,-186.884857 ,294.002155
844.541718 ,-161.849598 ,389.309358
841.698740 ,-286.910387 ,426.308846
846.147863 ,-346.413198 ,278.029775
729.646834 ,-364.332772 ,408.638944
710.322283 ,-628.641808 ,431.787252
924.813195 ,-392.615647 ,347.021400
728.784073 ,-392.993546 ,295.423223
700.834778 ,-708.997994 ,273.591351
911.826319 ,-515.803283 ,241.246146
798.677508 ,-241.934949 ,225.570699
983.663422 ,283.708169 ,433.623531
639.647950 ,366.783713 ,593.433190
683.414561 ,555.893356 ,639.631649
174.213212 ,501.898329 ,718.560741
-103.825016 ,561.805908 ,865.713300
-620.282933 ,40.711258 ,639.484577
-467.198316 ,-476.344047 ,706.951609
-338.714512 ,-967.427034 ,652.554693
177.252966 ,-790.924420 ,616.178436
322.504832 ,-753.758415 ,667.254015
306.457988 ,-576.176769 ,726.705427
417.350522 ,-456.152838 ,808.424454
508.696542 ,-240.600271 ,860.877793
492.043640 ,62.654554 ,775.849815
377.113275 ,492.408736 ,818.460021
183.286646 ,451.815636 ,883.940041
117.305388 ,488.353943 ,855.658984
-258.888783 ,379.362344 ,871.722841
-641.449958 ,280.687237 ,818.784192
-438.804971 ,-221.026136 ,825.591434
-463.824727 ,-355.126387 ,688.746650
-331.923949 ,-655.224231 ,614.718462
-112.391478 ,-751.991323 ,706.739189
-56.292240 ,-326.384203 ,947.836723
-201.647264 ,-19.465317 ,933.935113
191.623766 ,438.999329 ,881.694878
-72.296353 ,476.707314 ,898.110835
-50.284199 ,441.258716 ,861.453033
-559.848391 ,411.135087 ,784.803312
-476.360766 ,347.011327 ,799.458528
-643.374817 ,126.905841 ,836.046427
-610.183650 ,51.259602 ,761.068359
-671.728747 ,-79.180986 ,763.659759
-500.870972 ,-293.162302 ,745.822677
-269.454588 ,-482.711917 ,856.841869
-325.927644 ,-387.359903 ,840.325589
-311.385102 ,-376.090139 ,859.403695
-246.961801 ,-382.930015 ,876.101284
-289.707354 ,-364.201629 ,868.991106
-252.739214 ,-373.105380 ,861.056857
-294.286799 ,-361.601914 ,851.560426
-290.416416 ,-373.728828 ,857.414568
-222.406534 ,-369.268343 ,872.259982
-304.120335 ,-395.068184 ,858.580545
29.181598 ,-392.996088 ,940.374383
302.614828 ,-131.509249 ,974.317845
122.395614 ,532.088268 ,889.006623
-423.431871 ,530.903079 ,808.268722
-502.414175 ,-21.654714 ,752.604498
45.152427 ,-769.441929 ,599.096890
497.326443 ,-813.670993 ,257.460419
824.420875 ,-594.953886 ,-149.703912
846.127339 ,-854.062265 ,-297.689444
1017.243443 ,-690.033516 ,-227.280232
570.889378 ,-563.406277 ,108.713485
552.447329 ,-638.533205 ,71.237974
753.347713 ,-801.893417 ,-177.667120
695.364195 ,-821.170193 ,-231.330995
590.633764 ,-924.181185 ,75.299000
320.980367 ,-716.011850 ,362.821196
428.239580 ,-672.231213 ,627.962435
287.176064 ,-467.250121 ,815.456269
207.152478 ,-730.195934 ,642.800707
248.084855 ,-976.818569 ,521.693718
-238.670182 ,-651.445627 ,724.473900
-376.745519 ,-92.497133 ,917.897739
-227.547626 ,186.744605 ,880.969280
168.836153 ,346.442584 ,1032.940689
44.665707 ,297.761269 ,928.818243
331.726351 ,189.182736 ,851.193072
314.171448 ,-411.162879 ,847.317691
204.853708 ,-556.631268 ,595.114338
362.284017 ,-864.635841 ,445.009100
-196.962891 ,-684.042543 ,499.397475
-99.157017 ,-300.031787 ,831.869913
-35.627543 ,58.775460 ,967.614174
399.242910 ,-67.730065 ,872.705206
730.079452 ,-272.147530 ,311.856534
701.912878 ,-446.197637 ,349.301314
627.424251 ,-610.520979 ,25.538744
737.976413 ,-562.179435 ,40.281294
678.305446 ,-745.262537 ,89.136468
506.803265 ,-702.313379 ,174.831725
547.138031 ,-841.874768 ,10.390328
521.765342 ,-863.637743 ,-47.921489
543.853625 ,-811.143661 ,-17.122273
537.038798 ,-576.216327 ,-132.797836
704.115752 ,-765.684319 ,-291.350197
764.995557 ,-634.737100 ,-303.588041
630.271777 ,-577.279809 ,-276.881291
577.936315 ,-646.977892 ,-249.525637
652.758019 ,-602.702920 ,-264.878944
822.442337 ,-728.693457 ,-256.707097
656.615161 ,-616.239414 ,-166.545823
666.382400 ,-616.205609 ,-111.441070
687.618071 ,-708.977063 ,-204.002101
594.398267 ,-699.343789 ,-183.703996
589.463865 ,-813.808616 ,-207.433291
582.929349 ,-726.048605 ,-198.389704
508.998777 ,-805.234930 ,-122.337781
740.497018 ,-628.262803 ,-31.934950
872.078932 ,-780.622129 ,130.565535
391.936085 ,-899.942467 ,496.648470
-16.554390 ,129.087326 ,978.609500
-516.287043 ,152.488405 ,845.814952
-582.233616 ,-500.173134 ,418.058666
-231.823353 ,-1043.290901 ,156.627974
87.134016 ,-1320.088964 ,295.864003
303.180719 ,-397.282744 ,784.967096
78.794776 ,128.437023 ,970.879476
-391.799901 ,-195.967824 ,919.015787
-429.104124 ,-5.013463 ,785.380418
-440.848450 ,-801.619347 ,549.890251
-188.236174 ,-809.608248 ,684.980494
311.944727 ,-104.781493 ,683.585504
945.680945 ,-5.476766 ,671.697099
348.227811 ,-492.018471 ,1119.154073
254.817755 ,92.422794 ,801.466598
163.305228 ,-798.879261 ,587.961423
117.932861 ,-458.847383 ,769.211701
714.758231 ,7.736550 ,651.677347
1050.829227 ,168.220991 ,288.990488
802.205387 ,57.460965 ,-38.234629
1016.753798 ,-18.583794 ,-183.287089
831.848203 ,-144.711893 ,-333.918223
1475.843357 ,135.208833 ,-416.360411
268.721469 ,-87.403139 ,-968.419151
187.885810 ,129.545726 ,-867.864568
-25.896843 ,121.880172 ,-904.887413
333.283094 ,139.457688 ,-849.546237
322.812083 ,0.430619 ,-764.054466
529.008919 ,-171.187381 ,-561.054546
636.845091 ,150.681078 ,-330.992301
996.765798 ,-77.787676 ,97.590903
755.604911 ,-249.549564 ,-78.258125
722.954573 ,-92.394193 ,-722.855355
382.585755 ,-212.218840 ,-996.522842
162.504904 ,-231.535118 ,-1030.302739
93.233045 ,-347.212213 ,-771.616251
-602.653714 ,-401.579914 ,-880.409889
-521.064578 ,-387.202862 ,-707.304877
151.788421 ,-307.460928 ,-904.821596
232.579359 ,-558.321146 ,-943.250998
572.213863 ,-159.861996 ,-675.788667
794.039194 ,-217.521246 ,-467.149350
612.294876 ,-373.285444 ,-63.328994
863.056438 ,-225.508489 ,-356.435751
763.136323 ,-177.403201 ,-621.407020
554.949889 ,149.580548 ,-971.314692
424.264769 ,130.910977 ,-767.775849
264.935965 ,461.931144 ,-662.979106
451.168427 ,514.298106 ,-930.906851
292.403562 ,-187.441459 ,-997.835138
489.579476 ,-539.759864 ,-828.296295
572.213863 ,-159.861996 ,-675.788667
794.039194 ,-217.521246 ,-467.149350
612.294876 ,-373.285444 ,-63.328994
863.056438 ,-225.508489 ,-356.435751
763.136323 ,-177.403201 ,-621.407020
554.949889 ,149.580548 ,-971.314692
424.264769 ,130.910977 ,-767.775849
264.935965 ,461.931144 ,-662.979106
451.168427 ,514.298106 ,-930.906851
292.403562 ,-187.441459 ,-997.835138
489.579476 ,-539.759864 ,-828.296295
794.039194 ,-217.521246 ,-467.149350
612.294876 ,-373.285444 ,-63.328994
863.056438 ,-225.508489 ,-356.435751
763.136323 ,-177.403201 ,-621.407020
554.949889 ,149.580548 ,-971.314692
424.264769 ,130.910977 ,-767.775849
264.935965 ,461.931144 ,-662.979106
451.168427 ,514.298106 ,-930.906851
292.403562 ,-187.441459 ,-997.835138
489.579476 ,-539.759864 ,-828.296295
863.056438 ,-225.508489 ,-356.435751
763.136323 ,-177.403201 ,-621.407020
554.949889 ,149.580548 ,-971.314692
424.264769 ,130.910977 ,-767.775849
264.935965 ,461.931144 ,-662.979106
451.168427 ,514.298106 ,-930.906851
292.403562 ,-187.441459 ,-997.835138
489.579476 ,-539.759864 ,-828.296295
554.949889 ,149.580548 ,-971.314692
424.264769 ,130.910977 ,-767.775849
264.935965 ,461.931144 ,-662.979106
451.168427 ,514.298106 ,-930.906851
292.403562 ,-187.441459 ,-997.835138
489.579476 ,-539.759864 ,-828.296295
264.935965 ,461.931144 ,-662.979106
451.168427 ,514.298106 ,-930.906851
292.403562 ,-187.441459 ,-997.835138
489.579476 ,-539.759864 ,-828.296295
480.737718 ,-502.485264 ,-577.516029
451.168427 ,514.298106 ,-930.906851
292.403562 ,-187.441459 ,-997.835138
489.579476 ,-539.759864 ,-828.296295
480.737718 ,-502.485264 ,-577.516029
489.579476 ,-539.759864 ,-828.296295
480.737718 ,-502.485264 ,-577.516029
480.737718 ,-502.485264 ,-577.516029
631.238697 ,-616.963104 ,-175.240891
727.731392 ,-587.098342 ,-243.630035
631.238697 ,-616.963104 ,-175.240891
727.731392 ,-587.098342 ,-243.630035
727.731392 ,-587.098342 ,-243.630035
672.821206 ,-581.203027 ,-341.539273
335.194560 ,-187.964496 ,-800.461889
668.869085 ,-101.809444 ,-741.277381
69.274152 ,50.480010 ,-1041.243505
318.786837 ,92.796214 ,-974.117002
696.562500 ,-107.882340 ,-723.386169
911.549082 ,-298.535738 ,-465.305877
786.869082 ,-454.572483 ,-5.918328
674.330284 ,-302.613317 ,-109.275681
830.640036 ,-272.745511 ,-411.041368
743.853541 ,-87.137100 ,-625.140563
607.275934 ,-43.018311 ,-775.726798
876.869892 ,15.120384 ,-556.471029
687.701155 ,-218.702965 ,-293.464877
819.282464 ,-435.136069 ,-282.705112
638.568022 ,-293.406466 ,-568.050275
426.897764 ,-351.877161 ,-807.343053
514.674731 ,-694.307282 ,-719.460250
343.063596 ,-721.577104 ,-540.342165
228.789452 ,-856.249306 ,-593.232563
397.506412 ,-716.005275 ,-536.363926
261.352398 ,-821.903137 ,-464.932628
459.959735 ,-749.035101 ,-516.340698
554.874300 ,-567.956753 ,-68.378289
553.679877 ,-645.698130 ,312.093048
761.611365 ,-572.456134 ,-309.901337
383.355397 ,-431.065848 ,-774.515977
286.665881 ,-348.187688 ,-883.836212
-121.069285 ,-172.820988 ,-959.845670
214.967527 ,14.496754 ,-1043.642559
572.699468 ,-147.035192 ,-885.299797
510.850903 ,-341.901346 ,-592.768817
930.870397 ,-363.810242 ,106.317375
327.828889 ,-465.862059 ,615.414030
720.023566 ,-356.586264 ,910.343324
633.543328 ,-219.331500 ,404.830816
1146.012960 ,-278.311020 ,157.837179
